Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
164,Karolina Lea Vilhjalmsdottir,FWMF,is Iceland,20-355,2001,3,3,266,3.0,1,1,1,0,0,1,0,0.34,0.34,0.68,0.34,0.68,Matches,5e614e6d
165,Mapi Leon,DF,es Spain,27-046,1995,4,4,390,4.3,0,2,0,0,0,1,0,0.00,0.46,0.46,0.00,0.46,Matches,d41a5309
166,Romee Leuchter,FW,nl Netherlands,21-198,2001,2,0,32,0.4,2,0,2,0,0,0,0,5.63,0.00,5.63,5.63,5.63,Matches,74d0ff92
167,Elena Linari,DF,it Italy,28-105,1994,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8302c1bb
168,Hedvig Lindahl,GK,se Sweden,39-091,1983,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2d309cfe
169,Sydney Lohmann,MF,de Germany,22-040,2000,3,0,31,0.3,0,1,0,0,0,0,0,0.00,2.90,2.90,0.00,2.90,Matches,f149a5a9
170,Rikke Laentver Sevecke,DF,dk Denmark,26-044,1996,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2fff97d6
171,Frida Maanum,MF,no Norway,23-013,1999,3,2,182,2.0,1,0,1,0,0,0,0,0.49,0.00,0.49,0.49,0.49,Matches,fb583d6d
172,Abbie Magee,FW,nir Northern Ireland,21-256,2000,3,1,133,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bbd15b50
173,Simone Magill,FW,nir Northern Ireland,27-270,1994,1,1,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,34691e2f
174,Lina Magull,MF,de Germany,27-348,1994,4,4,243,2.7,2,1,2,0,0,0,0,0.74,0.37,1.11,0.74,1.11,Matches,3cd04ba1
175,Lisa Makas,FW,at Austria,30-079,1992,3,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aca7ee55
176,Melvine Malard,FWDF,fr France,22-031,2000,5,3,209,2.3,1,0,1,0,0,0,0,0.43,0.00,0.43,0.43,0.43,Matches,e99919aa
177,Sandy Mandly,MF,ch Switzerland,34-116,1988,3,3,197,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ad8323c2
178,Joana Marchao,DF,pt Portugal,25-278,1996,3,2,210,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eb8d27a5
179,Agla Maria Albertsdottir,MF,is Iceland,22-358,1999,3,1,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d765de3c
180,Rikke Marie Madsen,FW,dk Denmark,24-354,1997,2,2,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,adc2166f
181,Noelle Maritz,DF,ch Switzerland,26-218,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,41d5abd2
182,Vanessa Marques,MF,pt Portugal,26-108,1996,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,07b7bfdb
183,Lieke Martens,FW,nl Netherlands,29-225,1992,3,3,245,2.7,0,1,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,Matches,939b7d31
184,Lara Marti,MF,ch Switzerland,22-311,1999,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e22dd915
185,Clara Mateo,MF,fr France,24-243,1997,4,2,218,2.4,0,2,0,0,0,0,0,0.00,0.83,0.83,0.00,0.83,Matches,acd235bb
186,Sandrine Mauron,FW,ch Switzerland,25-222,1996,3,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,47439214
187,Griedge Mbock Bathy,DF,fr France,27-153,1995,3,3,300,3.3,1,0,1,0,0,0,0,0.30,0.00,0.30,0.30,0.30,Matches,50b843b1
188,Chloe McCarron,MF,nir Northern Ireland,24-219,1997,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3975cd51
189,Louise McDaniel,MF,nir Northern Ireland,22-066,2000,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8a2bca18
190,Sarah McFadden,DF,nir Northern Ireland,35-067,1987,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a48de5c1
191,Caitlin Mcguinness,FW,nir Northern Ireland,19-333,2002,2,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,13f9e333
192,Kirsty McGuinness,FW,nir Northern Ireland,27-267,1994,3,2,185,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4821b8e6
193,Rebecca Mckenna,DF,nir Northern Ireland,21-107,2001,2,2,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b2d7c567
194,Beth Mead,MFFW,eng England,27-081,1995,5,5,385,4.3,6,5,6,0,0,0,0,1.40,1.17,2.57,1.40,2.57,Matches,921c8f1d
195,Carolina Mendes,FWMF,pt Portugal,34-244,1987,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,04a5b07d
196,Elin Metta Jensen,FW,is Iceland,27-150,1995,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0d50223e
197,Vivianne Miedema,FW,nl Netherlands,26-014,1996,2,2,210,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fa4e4c0a
198,Marie Minnaert,MF,be Belgium,23-085,1999,3,1,167,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,38d7bde5
199,Kassandra Missipo,MF,be Belgium,24-176,1998,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5a7cd32f
200,Maren Mjelde,DF,no Norway,32-265,1989,3,3,260,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3bf287fc
201,Patricia Morais,GK,pt Portugal,30-042,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8e38cc2a
202,Aslaug Munda Gunnlaugsdottir,FW,is Iceland,21-057,2001,2,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a926dcf7
203,Nadia Nadim,FW,dk Denmark,34-208,1988,3,1,109,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4f24c672
204,Katharina Naschenweng,MF,at Austria,24-225,1997,3,1,95,1.1,1,0,1,0,0,0,0,0.95,0.00,0.95,0.95,0.95,Matches,ea029c1b
205,Francisca Nazareth,FW,pt Portugal,19-254,2002,3,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1947d829
206,Julie Nelson,DF,nir Northern Ireland,37-055,1985,3,3,261,2.9,1,0,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches,91194bda
207,Amanda Nilden,DF,se Sweden,23-356,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ede1eaea
208,Andreia Norton,MF,pt Portugal,25-348,1996,3,3,263,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5ab4e958
209,Aniek Nouwen,DF,nl Netherlands,23-142,1999,3,2,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5202e464
210,Lena Oberdorf,MF,de Germany,20-222,2001,4,4,353,3.9,0,1,0,0,0,3,0,0.00,0.25,0.25,0.00,0.25,Matches,74a0529b
211,Ria Oling,MF,fi Finland,27-317,1994,3,2,201,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ea6b3c64
212,Marisa Olislagers,DF,nl Netherlands,21-323,2000,2,1,111,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,664ba94a
213,Leila Ouahabi,DF,es Spain,29-129,1993,3,3,195,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9663804e
214,Ella Palis,MF,fr France,23-127,1999,3,0,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d755ecf3
215,Sandra Panos,GK,es Spain,29-267,1992,4,4,390,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c6ae9544
216,Irene Paredes,DF,es Spain,31-025,1991,4,4,390,4.3,1,0,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches,6a86dd87
217,Nikita Parris,FWMF,eng England,28-141,1994,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fa5faf19
218,Victoria Pelova,FW,nl Netherlands,23-056,1999,4,1,182,2.0,1,1,1,0,0,0,0,0.49,0.49,0.99,0.49,0.99,Matches,dd37aa7f
219,Ines Pereira,GK,pt Portugal,23-064,1999,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,29d7939c
220,Eve Perisset,DF,fr France,27-217,1994,4,4,375,4.2,1,0,0,1,1,0,0,0.24,0.00,0.24,0.00,0.00,Matches,70bcb789
221,Glodis Perla Viggosdottir,DF,is Iceland,27-032,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ab0e7355
222,Guro Pettersen,GK,no Norway,30-341,1991,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,37d7bda4
223,Pauline Peyraud Magnin,GK,fr France,30-134,1992,5,5,480,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c6876fd6
224,Davina Philtjens,DF,be Belgium,33-153,1989,4,4,328,3.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,b2869a05
225,Martina Piemonte,FW,it Italy,24-264,1997,2,1,68,0.8,1,0,1,0,0,0,0,1.32,0.00,1.32,1.32,1.32,Matches,424d17b8
226,Elli Pikkujamsa,DF,fi Finland,22-278,1999,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,350886ec
227,Claudia Pina,FW,es Spain,20-351,2001,2,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1e3ba0ba
228,Fatima Pinto,MF,pt Portugal,26-194,1996,3,0,68,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5772c6a8
229,Tatiana Pinto,MF,pt Portugal,28-123,1994,3,3,257,2.9,0,1,0,0,0,0,0,0.00,0.35,0.35,0.00,0.35,Matches,d55abfda
230,Alexandra Popp,FW,de Germany,31-114,1991,5,4,361,4.0,6,0,6,0,0,0,0,1.50,0.00,1.50,1.50,1.50,Matches,655e7bd0
231,Sarah Puntigam,MF,at Austria,29-289,1992,4,4,350,3.9,0,2,0,0,0,0,0,0.00,0.51,0.51,0.00,0.51,Matches,088dd3ef
232,Laura Rafferty,MF,nir Northern Ireland,26-091,1996,1,1,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0ebf8bcd
233,Amanda Rantanen,MF,fi Finland,24-079,1998,2,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7ea12883
234,Felicitas Rauch,DF,de Germany,26-090,1996,4,4,330,3.7,0,1,0,0,0,2,0,0.00,0.27,0.27,0.00,0.27,Matches,01079eae
235,Silvia Rebelo,DF,pt Portugal,33-070,1989,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aac0c79b
236,Guro Reiten,MF,no Norway,28-003,1994,3,3,263,2.9,1,1,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,Matches,3d728957
237,Wendie Renard,DF,fr France,32-009,1990,5,5,480,5.3,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6a1b832a
238,Geraldine Reuteler,MF,ch Switzerland,23-099,1999,3,3,237,2.6,1,0,1,0,0,1,0,0.38,0.00,0.38,0.38,0.38,Matches,f64daf84
239,Nadine Riesen,MF,ch Switzerland,22-109,2000,1,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6660f40b
240,Rachel Rinast,DF,ch Switzerland,31-057,1991,1,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c2499464
241,Fridolina Rolfo,FW,se Sweden,28-247,1993,5,5,430,4.8,1,1,1,0,0,0,0,0.21,0.21,0.42,0.21,0.42,Matches,6862731d
242,Jill Roord,MFFW,nl Netherlands,25-098,1997,4,3,305,3.4,1,0,1,0,0,1,0,0.30,0.00,0.30,0.30,0.30,Matches,443146ab
243,Svava Ros Guomundsdottir,FW,is Iceland,26-260,1995,3,0,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b9b91bb5
244,Martina Rosucci,MF,it Italy,30-081,1992,3,2,192,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,589dcf44
245,Elin Rubensson,DFFW,se Sweden,29-079,1993,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1964e75d
246,Alessia Russo,FWMF,eng England,23-171,1999,5,0,203,2.3,4,1,4,0,0,0,0,1.77,0.44,2.22,1.77,2.22,Matches,043d38be
247,Johanna Rytting Kaneryd,FW,se Sweden,25-167,1997,5,2,228,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a9d473d9
248,Daniela Sabatino,FW,it Italy,37-033,1985,2,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5c70d41c
249,Essi Sainio,MF,fi Finland,35-323,1986,3,1,160,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8404bea5
250,Linda Sallstrom,FW,fi Finland,34-016,1988,3,3,245,2.7,1,0,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches,da337550
251,Ouleymata Sarr,FW,fr France,26-294,1995,5,0,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,57ed42de
252,Amaiur Sarriegi,FW,es Spain,21-228,2000,1,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,924c6a21
253,Katharina Schiechtl,DF,at Austria,29-152,1993,1,1,90,1.0,1,0,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,Matches,39f22899
254,Viktoria Schnaderbeck,DF,at Austria,31-206,1991,3,3,211,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,51d0ba7e
255,Olivia Schough,FWMF,se Sweden,31-140,1991,1,0,35,0.4,0,1,0,0,0,0,0,0.00,2.57,2.57,0.00,2.57,Matches,c247c8ba
256,Lea Schuller,FW,de Germany,24-259,1997,1,1,60,0.7,1,0,1,0,0,0,0,1.50,0.00,1.50,1.50,1.50,Matches,4528b262
257,Jill Scott,MF,eng England,35-177,1987,3,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bb3bd078
258,Caroline Seger,MF,se Sweden,37-132,1985,3,2,220,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c15ecf4d
259,Linda Sembrant,DF,se Sweden,35-075,1987,3,2,201,2.2,1,0,1,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches,9425cd71
260,Ingibjorg Siguroardottir,DF,is Iceland,24-295,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,14682560
261,Sandra Siguroardottir,GK,is Iceland,35-300,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3cdaa20e
262,Diana Silva,FW,pt Portugal,27-055,1995,3,3,265,2.9,1,0,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches,2e508c2f
263,Dolores Silva,MF,pt Portugal,30-356,1991,3,3,210,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0c81d4b3
264,Jessica Silva,FW,pt Portugal,27-230,1994,3,3,262,2.9,1,0,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches,cd6a0894
265,Flaminia Simonetti,MF,it Italy,25-162,1997,3,2,202,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d460ba1f
266,Selma Sol Magnusdottir,MF,is Iceland,24-097,1998,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,13a3865f
267,Coumba Sow,MF,ch Switzerland,27-336,1994,3,3,251,2.8,1,0,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36,Matches,e2bfe377
268,Sherida Spitse,MF,nl Netherlands,32-061,1990,4,4,375,4.2,0,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,Matches,e36033be
269,Georgia Stanway,MF,eng England,23-207,1999,5,5,419,4.7,2,0,1,1,1,1,0,0.43,0.00,0.43,0.21,0.21,Matches,89c43b54
270,Julia Stierli,DF,ch Switzerland,25-117,1997,1,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3acf52f4
271,Eveliina Summanen,MF,fi Finland,24-061,1998,3,3,239,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,562e21cc
272,Sofie Svava,MF,dk Denmark,21-352,2000,2,1,104,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c4a096ef
273,Ingrid Syrstad Engen,MF,no Norway,24-091,1998,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0bfd82d0
274,Karina Saevik,MF,no Norway,26-127,1996,2,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,45e2a2e1
275,Anja Sonstevold,DF,no Norway,30-038,1992,1,1,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b2d1005a
276,Katriina Talaslahti,GK,fi Finland,21-311,2000,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6bb6770e
277,Elisabeth Terland,MF,no Norway,21-031,2001,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,77f78f83
278,Gaelle Thalmann,GK,ch Switzerland,36-192,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e1b3ae76
279,Janni Thomsen,MF,dk Denmark,22-163,2000,3,3,245,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0c6c239b
280,Maria Thorisdottir,DF,no Norway,29-054,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8ee86892
281,Sara Thrige,MF,dk Denmark,26-075,1996,1,1,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2d85bc2c
282,Sandie Toletti,MF,fr France,27-016,1995,5,4,362,4.0,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,Matches,7ea4e1eb
283,Ella Toone,FWMF,eng England,22-330,1999,5,0,176,2.0,1,1,1,0,0,0,0,0.51,0.51,1.02,0.51,1.02,Matches,ea1a4530
284,Marion Torrent,DF,fr France,30-103,1992,2,1,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1859fd04
285,Aissatou Tounkara,FWDF,fr France,27-135,1995,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d41e4956
286,Sanne Troelsgaard Nielsen,MF,dk Denmark,33-348,1988,3,2,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b0bbf34d
287,Amber Tysiak,DF,be Belgium,22-184,2000,1,0,19,0.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,f45631e7
288,Daphne Van Domselaar,GK,nl Netherlands,22-145,2000,4,3,369,4.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,20dcbb3f
289,Ella Van Kerkhoven,MF,be Belgium,28-251,1993,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fbd071c8
290,Demi Vance,DF,nir Northern Ireland,31-088,1991,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e4bc8cb5
291,Jody Vangheluwe,DF,be Belgium,25-014,1997,3,3,200,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,614c0f22
292,Justine Vanhaevermaet,MF,be Belgium,30-091,1992,4,4,328,3.6,1,0,0,1,1,1,0,0.27,0.00,0.27,0.00,0.00,Matches,301d1778
293,Sari van Veenendaal,GK,nl Netherlands,32-117,1990,1,1,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b2803b53
294,Katrine Veje,DFMF,dk Denmark,31-040,1991,3,3,259,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,613c3da2
295,Elisa Vioarsdottir,DF,is Iceland,31-064,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7bd6918a
296,Lauren Wade,FW,nir Northern Ireland,28-249,1993,3,3,258,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dcc0af7b
297,Keira Walsh,MF,eng England,25-112,1997,5,5,475,5.3,0,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matches,ca934b6b
298,Lia Walti,MF,ch Switzerland,29-101,1993,3,3,261,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5410bdaa
299,Tabea Wabmuth,MF,de Germany,25-338,1996,3,0,57,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,277cdd4e
300,Carina Wenninger,DF,at Austria,31-173,1991,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7b5f621b
301,Anna Westerlund,DF,fi Finland,33-111,1989,2,2,179,2.0,0,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,Matches,7c4deaca
302,Ellen White,FW,eng England,33-081,1989,5,5,277,3.1,2,0,2,0,0,0,0,0.65,0.00,0.65,0.65,0.65,Matches,87740aba
303,Laura Wienroither,DF,at Austria,23-197,1999,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f8146853
304,Leah Williamson,DF,eng England,25-122,1997,5,5,480,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9a40ae1f
305,Lynn Wilms,DF,nl Netherlands,21-299,2000,4,4,384,4.3,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,Matches,3c0b2466
306,Emily Wilson,FW,nir Northern Ireland,20-337,2001,3,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,21c59fbb
307,Tessa Wullaert,FW,be Belgium,29-132,1993,4,4,359,4.0,0,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,Matches,54a6f718
308,Riola Xhemaili,MF,ch Switzerland,19-146,2003,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fcef69b4
309,Gunnhildur Yrsa Jonsdottir,MF,is Iceland,33-304,1988,3,2,178,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7115d595
310,Sarah Zadrazil,MF,at Austria,29-160,1993,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,45ffafbf
311,Manuela Zinsberger,GK,at Austria,26-283,1995,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c7dc2a33
